place_id,id,name,lat,lng,rating,user_ratings_total,vicinity,types
ChIJmQn9eW0IAWARMZrcFAMhN0Y,c43e9f029fbaeea0444567b599f9b5f49319e71b,Shōkokuji Temple,35.0325506,135.7620062,4.1,294,"Kyoto, Kamigyo Ward, 烏丸東入","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJG3ScbGkIAWARnKZhTRtqWBI,f7852a8c937598821c023cb9a2556d0347c33f0e,Honmanji Temple,35.0322086,135.7679204,4.3,124,"Kyoto, Kamigyo Ward, 今出川上2丁鶴山16","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJk3d4NHIIAWAR0G9yG7Pwaok,0c04a0024d6d5b4c078bddc3c50d2411f815262f,Komyoji Temple,35.0341361,135.7659856,3.8,6,"Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJcwKh8WYIAWARDzVDHJ8xHZM,48deb87c23b68a0cdd59af992c07c37c4bd459cb,Honyamamotozen Temple,35.0265505,135.7682859,3.2,11,"Kyoto, Kamigyo Ward, 寺町通広小路上る北之辺町394","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJjR_m520IAWARxFwbtItsDtw,982ce07a780f3383797bd43dd34bc888d83b7156,Kogenin Temple,35.0313912,135.7626777,5,3,"Kyoto, Kamigyo Ward, 烏丸東入上る相国寺門前町701","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJZ4tGe3EIAWARUL6Tfe9xvXs,fb571ec8c977c81e44ec59f3f3ea785782c7a0a0,Komyoji,35.028685,135.758652,3.7,3,"Kyoto, Kamigyo Ward, 今出川通室町東入今出川町318","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJAQAQ02YIAWARSiYT8aVF54s,1eb316384b478fac09044df72cc6974cd6474ace,Rozanji Temple,35.0246213,135.7682785,4,194,"397 Kitanobecho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJk3d4NHIIAWARL61q9A-1wNI,f064fd22a4e7f5ce2b673917d27e7afbb5b8192e,Daikōmyō-ji,35.03326819999999,135.7612741,3.8,12,"701 Sokokuji Monzencho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJK0bZlQwIAWAR_CMABHhLtG4,f8757ae2dfb91871148e1f2bc8afc07ab7966eb8,Mugaku Temple,35.034237,135.757771,3.9,7,"249 Shimoyanagihara Minamihancho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJBci5qHIIAWARqHhktHS95qQ,a1c1e7812269b28bc30ddd99b18a091bc20e703b,Chotoku-in Temple,35.0342012,135.761445,4.3,3,"Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJ15X4dm0IAWARqJryrQZE4Jk,2cab0ede2ffb648477f6eef15ec3029f67742226,Daihonzan Shōkokuji Temple,35.0328111,135.7617794,4,6,"701 Sokokuji Monzencho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJe2WPqG4IAWARBsyWqx3NWoQ,dbf7910a5fa44b1bcb664ebe69775b3537b07310,Joganji Temple,35.032079,135.765768,2,1,"363 Kitayokocho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJxdN4jmwIAWARD0-ISKtOQHY,0932e6adbedc4454e3d8cc5683029c329c4fc099,Daikankiji Temple,35.0347641,135.7654457,2,2,"Tsuruyamacho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJE282Eg0IAWARmFK83jHR_0M,e0feacb65665c6a0b4e8da2049868f567cfe30d3,Jiunin Temple,35.0356442,135.7602488,3.3,4,"Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJmQn9eW0IAWARNIvN0WXc6Cc,671a7ce33812a8fcab8a5a1308147594c76db682,Hokoji Temple,35.0337238,135.7620309,3.2,5,"Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJT8GcKm0IAWAR031EqP9EcSM,a838559401922ec302e6d98ffe98de4a503291d2,Chokyuji Temple,35.035781,135.763993,0,0,"Kyoto, Kamigyo Ward, Kotokujicho, 348 寺町通鞍馬口下ル","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJ9Z81pG4IAWARdUUzY0xhwQk,3708240add62645316255e48cca4c02e2276d0fb,Hōrinji Temple,35.0318045,135.7654642,0,0,"Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJD8RW42sIAWARRHKhq_cJxQM,76c214b2b14daa1f3847cf92950441c4b107efd0,Junenji Temple,35.033054,135.766932,3.5,19,"13 Tsuruyamacho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJ__9L8GYIAWARFsV6AYAqLt0,b3fc9b75cbd33d364f47d6ad19553f64970511ee,Senryoin Temple,35.0261264,135.7679637,0,0,"394 Kitanobecho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJW3-0swsIAWARQeEv0mR85CU,25f4e0c3ef74128a80c8c0deb9def2171403795e,Myokenji Temple,35.0347709,135.7548164,4.2,92,"Kyoto, Kamigyo Ward, Myokenjimaecho, 514","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJI5WmghIIAWARGUmnXY9fDcA,79034b30d646efacc451e4d0401e4ef09e8b8437,Goryo-Jinja Shrine (Kamigoryo-Jinja Shrine),35.0364041,135.7613615,4,264,"Kyoto, Kamigyo Ward, 烏丸東入上御霊竪町495番地","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJxTX8G0IIAWARbSC6MRN-ge8,c5eb424c8ec11e3c94867613117b629d14a3e1a9,Kawai-jinja Shrine,35.0347787,135.7719345,4.2,577,"59 Shimogamo Izumikawacho, Sakyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJ3xP_vmYIAWARAhiA9QAZi8Y,b34da521da416c15fc9d1bf308c3b33652bc14ab,Nashinoki-Jinja Shrine,35.0250796,135.7673375,3.8,160,"６８０ Somedonocho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJYxy0KGkIAWARPliJ6xuzExE,24f3464d287ef108604040680f8767743aafbf00,Sakae Shrine,35.0307836,135.7668644,3.9,21,"Kyoto, Kamigyo Ward, Sainokamicho, 303 寺町通今出川上ル西入ル","['place_of_worship', 'point_of_interest', 'establishment']"
ChIJAUAoanEIAWARoyGt6sNzqag,3fd0d0adfa109f91adbb5e91978acd79abdd80f5,Fukunaga Shrine,35.0279261,135.7581376,1,1,"Fukunagacho, Kamigyo Ward, Kyoto","['place_of_worship', 'point_of_interest', 'establishment']"
